customer_id,name,address,country_id,phone,account_balance,marketing_segment,comment
135059,Customer#000135059,"FaUnYVirAdWl0zv5OUJxF hc glJqj,YaY",22,32-740-308-2685,6128.91,FURNITURE,ernes. carefully regular packages haggle carefully special instructions. 
135060,Customer#000135060,vC332OZOFLlwITV1t,11,21-832-600-7193,2647.99,HOUSEHOLD,inst the blithely express requests. furiously ironic accounts nag carefully.
135061,Customer#000135061,lBEqRRYdygf,3,13-418-718-9264,7738.36,AUTOMOBILE,"dolites use among the final requests. express, express excuses haggle carefully carefully regular requests."
135062,Customer#000135062,zYQyPQqQ8Ft,2,12-612-886-6950,3726.10,AUTOMOBILE,riously express ideas. furiously final p
135063,Customer#000135063,shwbsA628hpZbwkIVEDgYqOn cdD0C3nuZl,19,29-538-794-8247,-435.03,MACHINERY,ong the slyly unusual platelets wake quickly above the blithely ironic ide
135064,Customer#000135064,AkJQ5W5qnv0685XZxvgBGDe,4,14-649-178-9100,1433.46,AUTOMOBILE,"eep slyly furiously final ideas. regular, ironic dependencies use. furiously bold packages are. deposit"
135065,Customer#000135065,0VLso 1cKEZzGZ,5,15-704-649-9949,65.34,MACHINERY, accounts are blithely for the blithely final packages. dugouts wake after the even asymptot
135066,Customer#000135066,LQIW2GfV2g,4,14-507-494-9308,7042.57,FURNITURE,ag furiously unusual instructions. f
135067,Customer#000135067,"yhBxrBE2akVsQYohOTvmewtYf,pRe",13,23-673-613-7471,2529.31,MACHINERY,"hely courts? ironic theodolites affix furiously. regular, pending pinto beans use. careful"
135068,Customer#000135068,xHVnhtJZRv,5,15-521-464-4148,4078.38,MACHINERY,dly enticing frets. foxes about the pending ideas use furiously slyly ironic pin
135069,Customer#000135069,5DT638Xy05SvpniB3VDZ4F3BDrgqaygA,12,22-178-254-8626,2337.26,HOUSEHOLD,olites haggle. accounts play quickly express requests. fluffily permanent accounts boos
135070,Customer#000135070,"nGtWAfHyJyNnboHezhi1TLQZAt9OopacPv,Mhy",1,11-705-681-2081,-672.28,HOUSEHOLD,ter the packages haggle blithely above the quickly express packages. furiously
135071,Customer#000135071,pVRkfonuwJLWb6iNoPCmiqkJNs,15,25-334-232-4594,6827.36,AUTOMOBILE,ly final dependencies. blithely bold sentiments sleep slyly slyly pending deposits. packages along the fluffily 
135072,Customer#000135072,"5SEjkqDYlQ,IYGqRJQs",9,19-331-641-8035,4484.80,FURNITURE, slyly. carefully special foxes wake blithely w
135073,Customer#000135073,IiPRhM8quiarLxKkYFO9Is7mwvH1Zfnu7K,15,25-267-112-9171,2066.36,FURNITURE,equests sleep? daringly express accounts affix blithely final foxes. ironic th
135074,Customer#000135074,BemSs5lhJaLBP8Y5ZEJ,21,31-197-627-3054,192.22,MACHINERY,special requests integrate quickly. fluffil
135075,Customer#000135075,"TN8XQcTAE3wr4qvEIg1Shk,bHr",12,22-765-994-7492,5549.10,FURNITURE,"final instructions use. unusual, regular dinos use furiously besides the slyly even deposits. ironi"
135076,Customer#000135076,"6oT8Ty,Zc I",8,18-927-129-1351,3819.12,FURNITURE, final deposits impress against the packages. slyly
135077,Customer#000135077,DLxgIDJAhfrBQakfvU1F,15,25-874-541-2827,859.94,AUTOMOBILE, requests haggle blithely final pinto beans. carefully regu
135078,Customer#000135078,nUZeIxw8CU1IiGjo3DXdXHcVGnnHt0nj,23,33-436-165-6713,7995.43,HOUSEHOLD,s. express deposits cajole. furiously permanent accounts about the quickly regular asymptotes are 
135079,Customer#000135079,"1rKh1DvrXpkOcoc,rO",8,18-792-547-7912,1209.84,MACHINERY, carefully final asymptotes. final requests must hav
135080,Customer#000135080,"WXu,lugdpi",0,10-891-142-8443,3658.71,MACHINERY,ven platelets among the carefully even platelets sleep furiously blithely special packages. silent 
135081,Customer#000135081,"ssVn,NW1Qwy7Ue6VS UL4Zi",21,31-946-520-5035,-118.70,HOUSEHOLD,"fully. unusual, express packages alongside of the fluffy deposits daz"
135082,Customer#000135082,SfvSHhdYJvbEAb lbsavsPxIJjZecRao,2,12-814-534-9255,4951.65,BUILDING,ickly after the fluffily even requests; notornis against the quickly regular accounts nod slyly according to the f
135083,Customer#000135083,"szKlZn71W, ",17,27-395-554-3463,5443.04,AUTOMOBILE,carefully express foxes boost slyly even foxes
135084,Customer#000135084,BmjGX3bgCfhq18dHVkFQjwYqZ,13,23-568-501-9226,3115.44,HOUSEHOLD, asymptotes. pinto beans lose slyly carefully pending packages. fluffily regular platelets affix f
135085,Customer#000135085,"RMf1MTUCmZtqd9Co,q",16,26-128-402-4892,-742.93,BUILDING, quickly carefully express pinto beans. final accou
135086,Customer#000135086,"fzL0hLnOduEQuIVQjmYY7,LIUoVcrxVQPrJ1",5,15-566-802-5788,7443.61,FURNITURE,"l excuses sleep. unusual, regular req"
135087,Customer#000135087,2eMZ83WnKr93gOQhoBWAAvG,9,19-205-203-2575,-168.96,AUTOMOBILE, blithely unusual requests cajole special accounts. requests dazzl
135088,Customer#000135088,"mGTQhJ,XRtH,Ybardu5dI1j0o4Ww4R53RxrW7v",23,33-452-514-5235,7214.96,FURNITURE,". quickly pending pinto beans sleep blithely even, regular packages. pinto beans nag"
135089,Customer#000135089,MYrGbewQXWWLt6ANupN4Hvu1fm,20,30-959-892-7701,6845.74,BUILDING,he carefully final asymptotes. requests about the slyly regular pinto beans cajole
135090,Customer#000135090,pspSjHeIVTjRGW0UNWSUT6KSf5RNOQ96nI,1,11-534-823-1469,5435.60,HOUSEHOLD,ar multipliers nag carefully after the quick
135091,Customer#000135091,ME2vmHI MMEwp,16,26-342-769-2147,-798.65,BUILDING,jole blithely final dolphins. furiously regular sentiments grow slyly regular requests. blithely regular asymptotes
135092,Customer#000135092,Xtmmh kcB4,11,21-518-761-9207,6027.98,BUILDING,egular requests against the regular packages wake blithely among the blithely f
135093,Customer#000135093,"r7WWbmlmxANaXKoY,MxlKhe",5,15-818-883-5741,245.82,FURNITURE,osits. furiously ironic instructions nag quickly. packages cajole after the
135094,Customer#000135094,1H4rSJA0HBOrJeKHb544zhXHb3jy87S0,9,19-870-639-4956,4429.95,HOUSEHOLD,y carefully. slyly final packages d
135095,Customer#000135095,NYFLUo54zsBls5XQyDkUjWfzpIGrGS3yKNJyul,9,19-970-225-9601,4151.81,FURNITURE,quickly ironic ideas. fluffily regular de
135096,Customer#000135096,"xhjF1WIoGbkN,CJgWNv9DOxRXW6X",12,22-294-798-1979,4529.29,BUILDING,"ents are carefully with the bold, silent theodolites. carefully even fox"
135097,Customer#000135097,CLN9TG1WLjtDNsklZrPke bum20h,7,17-908-577-1078,1840.93,HOUSEHOLD,ely ironic packages breach special packages. final foxes mold quickly. s
135098,Customer#000135098,o123xQ2P7zLIfPoT7Ra0TX9bwyheyh,4,14-831-415-5782,6480.77,BUILDING,iously special forges wake furiously slyly special pinto beans. slyly final packages around the
135099,Customer#000135099,UV59zyjGMD5m,11,21-660-203-9900,9262.23,BUILDING,areful foxes cajole carefully acros
135100,Customer#000135100,PQlVrmtzYQPCJ,5,15-321-852-6372,7382.36,AUTOMOBILE,", fluffy packages. regular deposits detect against the ideas. fluffily even accounts are quickly. final packages bo"
